* Measurement data measured by REW V5.20.13
* Source: Vector average
* Format: Vector average
* Dated: 21.3.2023 15:30:26
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: MM1 SPL
* Measurement: MM1 AVG
* Smoothing: 1/6 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 2.1972656 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
19328.248643	23.987	152.5107
19328.614854	23.986	152.3906
19328.981065	23.986	152.2712
19329.347276	23.986	152.1514
19329.713487	23.985	152.0320
19330.079698	23.985	151.9119
19330.445909	23.984	151.7925
19330.812120	23.984	151.6724
19331.178331	23.983	151.5530
19331.544542	23.983	151.4329
19331.910753	23.982	151.3132
19332.276964	23.982	151.1934
19332.643175	23.981	151.0737
19333.009386	23.981	150.9536
19333.375597	23.981	150.8342
19333.741808	23.980	150.7139
19334.108019	23.980	150.5945
19334.474230	23.979	150.4741
19334.840440	23.979	150.3542
19335.206651	23.978	150.2341
19335.572862	23.978	150.1145
19335.939073	23.977	149.9941
19336.305284	23.977	149.8743
19336.671495	23.976	149.7542
19337.037706	23.976	149.6343
19337.403917	23.976	149.5139
19337.770128	23.975	149.3943
19338.136339	23.975	149.2737
19338.502550	23.974	149.1538
19338.868761	23.974	149.0334
19339.234972	23.973	148.9136
19339.601183	23.973	148.7932
19339.967394	23.972	148.6733
19340.333605	23.972	148.5527
19340.699816	23.972	148.4326
19341.066027	23.971	148.3123
19341.432238	23.971	148.1924
19341.798449	23.970	148.0718
19342.164660	23.970	147.9519
19342.530871	23.969	147.8311
19342.897082	23.969	147.7109
19343.263293	23.968	147.5903
19343.629504	23.968	147.4705
19343.995715	23.967	147.3496
19344.361926	23.967	147.2295
19344.728137	23.967	147.1086
19345.094348	23.966	146.9885
19345.460559	23.966	146.8677
19345.826770	23.965	146.7478
19346.192980	23.965	146.6267
19346.559191	23.964	146.5066
19346.925402	23.964	146.3857
19347.291613	23.963	146.2654
19347.657824	23.963	146.1445
19348.024035	23.963	146.0244
19348.390246	23.962	145.9036
19348.756457	23.962	145.7832
19349.122668	23.961	145.6621
19349.488879	23.961	145.5420
19349.855090	23.960	145.4209
19350.221301	23.960	145.3005
19350.587512	23.959	145.1794
19350.953723	23.959	145.0593
19351.319934	23.959	144.9380
19351.686145	23.958	144.8176
19352.052356	23.958	144.6965
19352.418567	23.957	144.5762
19352.784778	23.957	144.4548
19353.150989	23.956	144.3345
19353.517200	23.956	144.2131
19353.883411	23.956	144.0928
19354.249622	23.955	143.9714
19354.615833	23.955	143.8511
19354.982044	23.954	143.7297
19355.348255	23.954	143.6094
19355.714466	23.953	143.4878
19356.080677	23.953	143.3674
19356.446888	23.952	143.2458
19356.813099	23.952	143.1255
19357.179309	23.952	143.0039
19357.545520	23.951	142.8833
19357.911731	23.951	142.7620
19358.277942	23.950	142.6414
19358.644153	23.950	142.5198
19359.010364	23.949	142.3992
19359.376575	23.949	142.2776
19359.742786	23.949	142.1570
19360.108997	23.948	142.0354
19360.475208	23.948	141.9148
19360.841419	23.947	141.7930
19361.207630	23.947	141.6724
19361.573841	23.946	141.5508
19361.940052	23.946	141.4299
19362.306263	23.945	141.3083
19362.672474	23.945	141.1875
19363.038685	23.945	141.0657
19363.404896	23.944	140.9451
19363.771107	23.944	140.8232
19364.137318	23.943	140.7024
19364.503529	23.943	140.5806
19364.869740	23.942	140.4597
19365.235951	23.942	140.3379
19365.602162	23.942	140.2170
19365.968373	23.941	140.0952
19366.334584	23.941	139.9744
19366.700795	23.940	139.8523
19367.067006	23.940	139.7314
19367.433217	23.939	139.6096
19367.799428	23.939	139.4885
19368.165639	23.939	139.3667
19368.531849	23.938	139.2456
19368.898060	23.938	139.1235
19369.264271	23.937	139.0027
19369.630482	23.937	138.8806
19369.996693	23.936	138.7595
19370.362904	23.936	138.6375
19370.729115	23.936	138.5164
19371.095326	23.935	138.3943
19371.461537	23.935	138.2732
19371.827748	23.934	138.1511
19372.193959	23.934	138.0300
19372.560170	23.934	137.9080
19372.926381	23.933	137.7866
19373.292592	23.933	137.6646
19373.658803	23.932	137.5435
19374.025014	23.932	137.4211
19374.391225	23.931	137.3000
19374.757436	23.931	137.1777
19375.123647	23.931	137.0564
19375.489858	23.930	136.9343
19375.856069	23.930	136.8130
19376.222280	23.929	136.6907
19376.588491	23.929	136.5693
19376.954702	23.928	136.4470
19377.320913	23.928	136.3257
19377.687124	23.928	136.2034
19378.053335	23.927	136.0820
19378.419546	23.927	135.9597
19378.785757	23.926	135.8384
19379.151968	23.926	135.7161
19379.518178	23.926	135.5945
19379.884389	23.925	135.4722
19380.250600	23.925	135.3508
19380.616811	23.924	135.2283
19380.983022	23.924	135.1067
19381.349233	23.923	134.9844
19381.715444	23.923	134.8628
19382.081655	23.923	134.7405
19382.447866	23.922	134.6189
19382.814077	23.922	134.4963
19383.180288	23.921	134.3748
19383.546499	23.921	134.2522
19383.912710	23.921	134.1306
19384.278921	23.920	134.0081
19384.645132	23.920	133.8865
19385.011343	23.919	133.7639
19385.377554	23.919	133.6423
19385.743765	23.918	133.5198
19386.109976	23.918	133.3979
19386.476187	23.918	133.2754
19386.842398	23.917	133.1538
19387.208609	23.917	133.0310
19387.574820	23.916	132.9094
19387.941031	23.916	132.7866
19388.307242	23.916	132.6650
19388.673453	23.915	132.5422
19389.039664	23.915	132.4204
19389.405875	23.914	132.2979
19389.772086	23.914	132.1760
19390.138297	23.914	132.0532
19390.504508	23.913	131.9314
19390.870718	23.913	131.8086
19391.236929	23.912	131.6868
19391.603140	23.912	131.5640
19391.969351	23.911	131.4421
19392.335562	23.911	131.3193
19392.701773	23.911	131.1975
19393.067984	23.910	131.0745
19393.434195	23.910	130.9524
19393.800406	23.909	130.8298
19394.166617	23.909	130.7075
19394.532828	23.909	130.5850
19394.899039	23.908	130.4631
19395.265250	23.908	130.3401
19395.631461	23.907	130.2183
19395.997672	23.907	130.0952
19396.363883	23.907	129.9731
19396.730094	23.906	129.8503
19397.096305	23.906	129.7280
19397.462516	23.905	129.6052
19397.828727	23.905	129.4832
19398.194938	23.905	129.3601
19398.561149	23.904	129.2378
19398.927360	23.904	129.1150
19399.293571	23.903	128.9927
19399.659782	23.903	128.8699
19400.025993	23.903	128.7478
19400.392204	23.902	128.6248
19400.758415	23.902	128.5024
19401.124626	23.901	128.3796
19401.490837	23.901	128.2573
19401.857047	23.901	128.1343
19402.223258	23.900	128.0122
19402.589469	23.900	127.8889
19402.955680	23.899	127.7666
19403.321891	23.899	127.6436
19403.688102	23.899	127.5215
19404.054313	23.898	127.3982
19404.420524	23.898	127.2759
19404.786735	23.897	127.1526
19405.152946	23.897	127.0303
19405.519157	23.897	126.9070
19405.885368	23.896	126.7849
19406.251579	23.896	126.6616
19406.617790	23.895	126.5393
19406.984001	23.895	126.4160
19407.350212	23.895	126.2937
19407.716423	23.894	126.1704
19408.082634	23.894	126.0483
19408.448845	23.893	125.9248
19408.815056	23.893	125.8022
19409.181267	23.893	125.6790
19409.547478	23.892	125.5569
19409.913689	23.892	125.4333
19410.279900	23.891	125.3113
19410.646111	23.891	125.1875
19411.012322	23.891	125.0654
19411.378533	23.890	124.9417
19411.744744	23.890	124.8196
19412.110955	23.890	124.6958
19412.477166	23.889	124.5737
19412.843377	23.889	124.4500
19413.209587	23.888	124.3276
19413.575798	23.888	124.2041
19413.942009	23.888	124.0818
19414.308220	23.887	123.9583
19414.674431	23.887	123.8359
19415.040642	23.886	123.7122
19415.406853	23.886	123.5896
19415.773064	23.886	123.4663
19416.139275	23.885	123.3440
19416.505486	23.885	123.2202
19416.871697	23.884	123.0979
19417.237908	23.884	122.9741
19417.604119	23.884	122.8518
19417.970330	23.883	122.7280
19418.336541	23.883	122.6055
19418.702752	23.883	122.4817
19419.068963	23.882	122.3594
19419.435174	23.882	122.2356
19419.801385	23.881	122.1133
19420.167596	23.881	121.9893
19420.533807	23.881	121.8667
19420.900018	23.880	121.7432
19421.266229	23.880	121.6206
19421.632440	23.879	121.4968
19421.998651	23.879	121.3743
19422.364862	23.879	121.2505
19422.731073	23.878	121.1277
19423.097284	23.878	121.0042
19423.463495	23.878	120.8816
19423.829706	23.877	120.7581
19424.195917	23.877	120.6353
19424.562127	23.876	120.5115
19424.928338	23.876	120.3889
19425.294549	23.876	120.2651
19425.660760	23.875	120.1423
19426.026971	23.875	120.0186
19426.393182	23.874	119.8958
19426.759393	23.874	119.7722
19427.125604	23.874	119.6494
19427.491815	23.873	119.5256
19427.858026	23.873	119.4028
19428.224237	23.873	119.2791
19428.590448	23.872	119.1562
19428.956659	23.872	119.0325
19429.322870	23.871	118.9097
19429.689081	23.871	118.7859
19430.055292	23.871	118.6628
19430.421503	23.870	118.5391
19430.787714	23.870	118.4163
19431.153925	23.870	118.2925
19431.520136	23.869	118.1697
19431.886347	23.869	118.0457
19432.252558	23.868	117.9229
19432.618769	23.868	117.7991
19432.984980	23.868	117.6760
19433.351191	23.867	117.5522
19433.717402	23.867	117.4294
19434.083613	23.867	117.3057
19434.449824	23.866	117.1826
19434.816035	23.866	117.0588
19435.182246	23.865	116.9358
19435.548456	23.865	116.8120
19435.914667	23.865	116.6890
19436.280878	23.864	116.5652
19436.647089	23.864	116.4419
19437.013300	23.864	116.3184
19437.379511	23.863	116.1951
19437.745722	23.863	116.0713
19438.111933	23.863	115.9482
19438.478144	23.862	115.8245
19438.844355	23.862	115.7012
19439.210566	23.861	115.5774
19439.576777	23.861	115.4543
19439.942988	23.861	115.3306
19440.309199	23.860	115.2073
19440.675410	23.860	115.0835
19441.041621	23.860	114.9602
19441.407832	23.859	114.8364
19441.774043	23.859	114.7131
19442.140254	23.858	114.5894
19442.506465	23.858	114.4661
19442.872676	23.858	114.3423
19443.238887	23.857	114.2190
19443.605098	23.857	114.0952
19443.971309	23.857	113.9719
19444.337520	23.856	113.8481
19444.703731	23.856	113.7249
19445.069942	23.856	113.6011
19445.436153	23.855	113.4775
19445.802364	23.855	113.3538
19446.168575	23.854	113.2305
19446.534786	23.854	113.1067
19446.900996	23.854	112.9834
19447.267207	23.853	112.8594
19447.633418	23.853	112.7361
19447.999629	23.853	112.6123
19448.365840	23.852	112.4888
19448.732051	23.852	112.3650
19449.098262	23.852	112.2417
19449.464473	23.851	112.1174
19449.830684	23.851	111.9944
19450.196895	23.851	111.8704
19450.563106	23.850	111.7471
19450.929317	23.850	111.6230
19451.295528	23.849	111.4998
19451.661739	23.849	111.3757
19452.027950	23.849	111.2524
19452.394161	23.848	111.1284
19452.760372	23.848	111.0051
19453.126583	23.848	110.8811
19453.492794	23.847	110.7576
19453.859005	23.847	110.6338
19454.225216	23.847	110.5105
19454.591427	23.846	110.3862
19454.957638	23.846	110.2632
19455.323849	23.846	110.1389
19455.690060	23.845	110.0159
19456.056271	23.845	109.8916
19456.422482	23.844	109.7683
19456.788693	23.844	109.6440
19457.154904	23.844	109.5210
19457.521115	23.843	109.3967
19457.887325	23.843	109.2734
19458.253536	23.843	109.1494
19458.619747	23.842	109.0259
19458.985958	23.842	108.9019
19459.352169	23.842	108.7786
19459.718380	23.841	108.6543
19460.084591	23.841	108.5312
19460.450802	23.841	108.4070
19460.817013	23.840	108.2834
19461.183224	23.840	108.1594
19461.549435	23.840	108.0361
19461.915646	23.839	107.9119
19462.281857	23.839	107.7888
19462.648068	23.838	107.6646
19463.014279	23.838	107.5410
19463.380490	23.838	107.4170
19463.746701	23.837	107.2937
19464.112912	23.837	107.1694
19464.479123	23.837	107.0461
19464.845334	23.836	106.9219
19465.211545	23.836	106.7983
19465.577756	23.836	106.6743
19465.943967	23.835	106.5510
19466.310178	23.835	106.4268
19466.676389	23.835	106.3035
19467.042600	23.834	106.1792
19467.408811	23.834	106.0559
19467.775022	23.834	105.9316
19468.141233	23.833	105.8083
19468.507444	23.833	105.6841
19468.873655	23.833	105.5608
19469.239865	23.832	105.4365
19469.606076	23.832	105.3130
19469.972287	23.832	105.1890
19470.338498	23.831	105.0654
19470.704709	23.831	104.9414
19471.070920	23.831	104.8181
19471.437131	23.830	104.6938
19471.803342	23.830	104.5703
19472.169553	23.830	104.4463
19472.535764	23.829	104.3228
19472.901975	23.829	104.1987
19473.268186	23.829	104.0754
19473.634397	23.828	103.9509
19474.000608	23.828	103.8274
19474.366819	23.828	103.7034
19474.733030	23.827	103.5801
19475.099241	23.827	103.4558
19475.465452	23.826	103.3325
19475.831663	23.826	103.2083
19476.197874	23.826	103.0847
19476.564085	23.825	102.9607
19476.930296	23.825	102.8372
19477.296507	23.825	102.7129
19477.662718	23.824	102.5896
19478.028929	23.824	102.4653
19478.395140	23.824	102.3420
19478.761351	23.823	102.2178
19479.127562	23.823	102.0945
19479.493773	23.823	101.9702
19479.859984	23.822	101.8467
19480.226195	23.822	101.7224
19480.592405	23.822	101.5991
19480.958616	23.821	101.4749
19481.324827	23.821	101.3516
19481.691038	23.821	101.2273
19482.057249	23.820	101.1040
19482.423460	23.820	100.9797
19482.789671	23.820	100.8562
19483.155882	23.819	100.7319
19483.522093	23.819	100.6086
19483.888304	23.819	100.4844
19484.254515	23.818	100.3611
19484.620726	23.818	100.2368
19484.986937	23.818	100.1135
19485.353148	23.817	99.9893
19485.719359	23.817	99.8660
19486.085570	23.817	99.7415
19486.451781	23.817	99.6182
19486.817992	23.816	99.4939
19487.184203	23.816	99.3706
19487.550414	23.816	99.2463
19487.916625	23.815	99.1230
19488.282836	23.815	98.9988
19488.649047	23.815	98.8755
19489.015258	23.814	98.7512
19489.381469	23.814	98.6279
19489.747680	23.814	98.5037
19490.113891	23.813	98.3804
19490.480102	23.813	98.2561
19490.846313	23.813	98.1328
19491.212524	23.812	98.0083
19491.578734	23.812	97.8850
19491.944945	23.812	97.7607
19492.311156	23.811	97.6375
19492.677367	23.811	97.5132
19493.043578	23.811	97.3899
19493.409789	23.810	97.2656
19493.776000	23.810	97.1423
19494.142211	23.810	97.0183
19494.508422	23.809	96.8950
19494.874633	23.809	96.7708
19495.240844	23.809	96.6475
19495.607055	23.808	96.5232
19495.973266	23.808	96.3999
19496.339477	23.808	96.2756
19496.705688	23.807	96.1523
19497.071899	23.807	96.0281
19497.438110	23.807	95.9048
19497.804321	23.806	95.7805
19498.170532	23.806	95.6572
19498.536743	23.806	95.5332
19498.902954	23.806	95.4099
19499.269165	23.805	95.2856
19499.635376	23.805	95.1624
19500.001587	23.805	95.0381
19500.367798	23.804	94.9148
19500.734009	23.804	94.7908
19501.100220	23.804	94.6675
19501.466431	23.803	94.5432
19501.832642	23.803	94.4199
19502.198853	23.803	94.2959
19502.565064	23.802	94.1726
19502.931274	23.802	94.0483
19503.297485	23.802	93.9253
19503.663696	23.801	93.8010
19504.029907	23.801	93.6777
19504.396118	23.801	93.5537
19504.762329	23.800	93.4304
19505.128540	23.800	93.3062
19505.494751	23.800	93.1831
19505.860962	23.800	93.0588
19506.227173	23.799	92.9358
19506.593384	23.799	92.8115
19506.959595	23.799	92.6885
19507.325806	23.798	92.5642
19507.692017	23.798	92.4409
19508.058228	23.798	92.3169
19508.424439	23.797	92.1938
19508.790650	23.797	92.0696
19509.156861	23.797	91.9465
19509.523072	23.796	91.8223
19509.889283	23.796	91.6992
19510.255494	23.796	91.5750
19510.621705	23.796	91.4519
19510.987916	23.795	91.3279
19511.354127	23.795	91.2046
19511.720338	23.795	91.0806
19512.086549	23.794	90.9575
19512.452760	23.794	90.8335
19512.818971	23.794	90.7102
19513.185182	23.793	90.5862
19513.551393	23.793	90.4631
19513.917603	23.793	90.3391
19514.283814	23.792	90.2158
19514.650025	23.792	90.0918
19515.016236	23.792	89.9688
19515.382447	23.792	89.8447
19515.748658	23.791	89.7217
19516.114869	23.791	89.5977
19516.481080	23.791	89.4746
19516.847291	23.790	89.3506
19517.213502	23.790	89.2275
19517.579713	23.790	89.1035
19517.945924	23.789	88.9805
19518.312135	23.789	88.8564
19518.678346	23.789	88.7334
19519.044557	23.789	88.6094
19519.410768	23.788	88.4863
19519.776979	23.788	88.3625
19520.143190	23.788	88.2395
19520.509401	23.787	88.1155
19520.875612	23.787	87.9924
19521.241823	23.787	87.8687
19521.608034	23.786	87.7456
19521.974245	23.786	87.6216
19522.340456	23.786	87.4988
19522.706667	23.786	87.3748
19523.072878	23.785	87.2517
19523.439089	23.785	87.1279
19523.805300	23.785	87.0049
19524.171511	23.784	86.8811
19524.537722	23.784	86.7581
19524.903933	23.784	86.6343
19525.270143	23.783	86.5110
19525.636354	23.783	86.3875
19526.002565	23.783	86.2644
19526.368776	23.783	86.1406
19526.734987	23.782	86.0176
19527.101198	23.782	85.8938
19527.467409	23.782	85.7708
19527.833620	23.781	85.6472
19528.199831	23.781	85.5244
19528.566042	23.781	85.4006
19528.932253	23.780	85.2773
19529.298464	23.780	85.1538
19529.664675	23.780	85.0308
19530.030886	23.780	84.9072
19530.397097	23.779	84.7844
19530.763308	23.779	84.6606
19531.129519	23.779	84.5376
19531.495730	23.778	84.4141
19531.861941	23.778	84.2913
19532.228152	23.778	84.1675
19532.594363	23.778	84.0449
19532.960574	23.777	83.9211
19533.326785	23.777	83.7981
19533.692996	23.777	83.6748
19534.059207	23.776	83.5520
19534.425418	23.776	83.4285
19534.791629	23.776	83.3052
19535.157840	23.776	83.1824
19535.524051	23.775	83.0588
19535.890262	23.775	82.9360
19536.256472	23.775	82.8127
19536.622683	23.774	82.6897
19536.988894	23.774	82.5664
19537.355105	23.774	82.4434
19537.721316	23.774	82.3201
19538.087527	23.773	82.1968
19538.453738	23.773	82.0740
19538.819949	23.773	81.9507
19539.186160	23.772	81.8276
19539.552371	23.772	81.7043
19539.918582	23.772	81.5813
19540.284793	23.772	81.4583
19540.651004	23.771	81.3352
19541.017215	23.771	81.2122
19541.383426	23.771	81.0894
19541.749637	23.770	80.9661
19542.115848	23.770	80.8430
19542.482059	23.770	80.7200
19542.848270	23.770	80.5972
19543.214481	23.769	80.4741
19543.580692	23.769	80.3513
19543.946903	23.769	80.2280
19544.313114	23.768	80.1050
19544.679325	23.768	79.9822
19545.045536	23.768	79.8594
19545.411747	23.768	79.7363
19545.777958	23.767	79.6135
19546.144169	23.767	79.4905
19546.510380	23.767	79.3674
19546.876591	23.767	79.2446
19547.242802	23.766	79.1218
19547.609012	23.766	78.9988
19547.975223	23.766	78.8760
19548.341434	23.765	78.7532
19548.707645	23.765	78.6301
19549.073856	23.765	78.5073
19549.440067	23.765	78.3848
19549.806278	23.764	78.2617
19550.172489	23.764	78.1389
19550.538700	23.764	78.0161
19550.904911	23.763	77.8936
19551.271122	23.763	77.7705
19551.637333	23.763	77.6482
19552.003544	23.763	77.5251
19552.369755	23.762	77.4023
19552.735966	23.762	77.2795
19553.102177	23.762	77.1572
19553.468388	23.762	77.0342
19553.834599	23.761	76.9119
19554.200810	23.761	76.7888
19554.567021	23.761	76.6665
19554.933232	23.760	76.5435
19555.299443	23.760	76.4211
19555.665654	23.760	76.2981
19556.031865	23.760	76.1758
19556.398076	23.759	76.0530
19556.764287	23.759	75.9307
19557.130498	23.759	75.8079
19557.496709	23.759	75.6855
19557.862920	23.758	75.5625
19558.229131	23.758	75.4404
19558.595342	23.758	75.3176
19558.961552	23.757	75.1953
19559.327763	23.757	75.0725
19559.693974	23.757	74.9502
19560.060185	23.757	74.8274
19560.426396	23.756	74.7053
19560.792607	23.756	74.5825
19561.158818	23.756	74.4602
19561.525029	23.756	74.3376
19561.891240	23.755	74.2153
19562.257451	23.755	74.0928
19562.623662	23.755	73.9707
19562.989873	23.755	73.8479
19563.356084	23.754	73.7258
19563.722295	23.754	73.6033
19564.088506	23.754	73.4812
19564.454717	23.754	73.3584
19564.820928	23.753	73.2363
19565.187139	23.753	73.1138
19565.553350	23.753	72.9917
19565.919561	23.752	72.8694
19566.285772	23.752	72.7473
19566.651983	23.752	72.6248
19567.018194	23.752	72.5027
19567.384405	23.751	72.3801
19567.750616	23.751	72.2583
19568.116827	23.751	72.1357
19568.483038	23.751	72.0139
19568.849249	23.750	71.8914
19569.215460	23.750	71.7695
19569.581671	23.750	71.6472
19569.947881	23.750	71.5251
19570.314092	23.749	71.4028
19570.680303	23.749	71.2810
19571.046514	23.749	71.1587
19571.412725	23.749	71.0369
19571.778936	23.748	70.9146
19572.145147	23.748	70.7927
19572.511358	23.748	70.6704
19572.877569	23.748	70.5486
19573.243780	23.747	70.4263
19573.609991	23.747	70.3044
19573.976202	23.747	70.1824
19574.342413	23.746	70.0605
19574.708624	23.746	69.9385
19575.074835	23.746	69.8167
19575.441046	23.746	69.6946
19575.807257	23.745	69.5728
19576.173468	23.745	69.4507
19576.539679	23.745	69.3291
19576.905890	23.745	69.2070
19577.272101	23.744	69.0854
19577.638312	23.744	68.9634
19578.004523	23.744	68.8418
19578.370734	23.744	68.7197
19578.736945	23.743	68.5981
19579.103156	23.743	68.4761
19579.469367	23.743	68.3545
19579.835578	23.743	68.2327
19580.201789	23.742	68.1111
19580.568000	23.742	67.9890
19580.934211	23.742	67.8677
19581.300421	23.742	67.7458
19581.666632	23.741	67.6243
19582.032843	23.741	67.5024
19582.399054	23.741	67.3811
19582.765265	23.741	67.2593
19583.131476	23.740	67.1377
19583.497687	23.740	67.0159
19583.863898	23.740	66.8945
19584.230109	23.740	66.7729
19584.596320	23.739	66.6516
19584.962531	23.739	66.5298
19585.328742	23.739	66.4084
19585.694953	23.739	66.2869
19586.061164	23.738	66.1655
19586.427375	23.738	66.0439
19586.793586	23.738	65.9226
19587.159797	23.738	65.8010
19587.526008	23.737	65.6799
19587.892219	23.737	65.5581
19588.258430	23.737	65.4370
19588.624641	23.737	65.3154
19588.990852	23.737	65.1943
19589.357063	23.736	65.0728
19589.723274	23.736	64.9517
19590.089485	23.736	64.8301
19590.455696	23.736	64.7092
19590.821907	23.735	64.5876
19591.188118	23.735	64.4666
19591.554329	23.735	64.3452
19591.920540	23.735	64.2244
19592.286750	23.734	64.1028
19592.652961	23.734	63.9819
19593.019172	23.734	63.8606
19593.385383	23.734	63.7395
19593.751594	23.733	63.6182
19594.117805	23.733	63.4971
19594.484016	23.733	63.3760
19594.850227	23.733	63.2554
19595.216438	23.732	63.1340
19595.582649	23.732	63.0132
19595.948860	23.732	62.8918
19596.315071	23.732	62.7710
19596.681282	23.731	62.6499
19597.047493	23.731	62.5291
19597.413704	23.731	62.4082
19597.779915	23.731	62.2871
19598.146126	23.730	62.1663
19598.512337	23.730	62.0457
19598.878548	23.730	61.9246
19599.244759	23.730	61.8037
19599.610970	23.730	61.6829
19599.977181	23.729	61.5623
19600.343392	23.729	61.4412
19600.709603	23.729	61.3208
19601.075814	23.729	61.1997
19601.442025	23.728	61.0791
19601.808236	23.728	60.9583
19602.174447	23.728	60.8379
19602.540658	23.728	60.7170
19602.906869	23.727	60.5964
19603.273080	23.727	60.4756
19603.639290	23.727	60.3550
19604.005501	23.727	60.2344
19604.371712	23.727	60.1143
19604.737923	23.726	59.9934
19605.104134	23.726	59.8728
19605.470345	23.726	59.7522
19605.836556	23.726	59.6318
19606.202767	23.725	59.5112
19606.568978	23.725	59.3911
19606.935189	23.725	59.2705
19607.301400	23.725	59.1501
19607.667611	23.724	59.0295
19608.033822	23.724	58.9094
19608.400033	23.724	58.7888
19608.766244	23.724	58.6687
19609.132455	23.724	58.5483
19609.498666	23.723	58.4282
19609.864877	23.723	58.3076
19610.231088	23.723	58.1877
19610.597299	23.723	58.0671
19610.963510	23.722	57.9473
19611.329721	23.722	57.8267
19611.695932	23.722	57.7068
19612.062143	23.722	57.5864
19612.428354	23.721	57.4666
19612.794565	23.721	57.3462
19613.160776	23.721	57.2263
19613.526987	23.721	57.1060
19613.893198	23.721	56.9863
19614.259409	23.720	56.8660
19614.625620	23.720	56.7461
19614.991830	23.720	56.6260
19615.358041	23.720	56.5063
19615.724252	23.719	56.3860
19616.090463	23.719	56.2661
19616.456674	23.719	56.1462
19616.822885	23.719	56.0266
19617.189096	23.719	55.9065
19617.555307	23.718	55.7869
19617.921518	23.718	55.6670
19618.287729	23.718	55.5471
19618.653940	23.718	55.4272
19619.020151	23.717	55.3079
19619.386362	23.717	55.1877
19619.752573	23.717	55.0684
19620.118784	23.717	54.9485
19620.484995	23.717	54.8289
19620.851206	23.716	54.7092
19621.217417	23.716	54.5898
19621.583628	23.716	54.4700
19621.949839	23.716	54.3506
19622.316050	23.715	54.2310
19622.682261	23.715	54.1113
19623.048472	23.715	53.9919
19623.414683	23.715	53.8726
19623.780894	23.715	53.7529
19624.147105	23.714	53.6338
19624.513316	23.714	53.5142
19624.879527	23.714	53.3950
19625.245738	23.714	53.2754
19625.611949	23.714	53.1562
19625.978159	23.713	53.0366
19626.344370	23.713	52.9175
19626.710581	23.713	52.7981
19627.076792	23.713	52.6790
19627.443003	23.712	52.5596
19627.809214	23.712	52.4407
19628.175425	23.712	52.3213
19628.541636	23.712	52.2024
19628.907847	23.712	52.0830
19629.274058	23.711	51.9641
19629.640269	23.711	51.8445
19630.006480	23.711	51.7258
19630.372691	23.711	51.6064
19630.738902	23.711	51.4878
19631.105113	23.710	51.3684
19631.471324	23.710	51.2500
19631.837535	23.710	51.1306
19632.203746	23.710	51.0120
19632.569957	23.709	50.8926
19632.936168	23.709	50.7744
19633.302379	23.709	50.6550
19633.668590	23.709	50.5366
19634.034801	23.709	50.4175
19634.401012	23.708	50.2991
19634.767223	23.708	50.1799
19635.133434	23.708	50.0615
19635.499645	23.708	49.9424
19635.865856	23.708	49.8242
19636.232067	23.707	49.7051
19636.598278	23.707	49.5869
19636.964489	23.707	49.4678
19637.330699	23.707	49.3499
19637.696910	23.707	49.2307
19638.063121	23.706	49.1128
19638.429332	23.706	48.9937
19638.795543	23.706	48.8757
19639.161754	23.706	48.7568
19639.527965	23.706	48.6389
19639.894176	23.705	48.5200
19640.260387	23.705	48.4021
19640.626598	23.705	48.2832
19640.992809	23.705	48.1655
19641.359020	23.704	48.0466
19641.725231	23.704	47.9290
19642.091442	23.704	47.8103
19642.457653	23.704	47.6921
19642.823864	23.704	47.5740
19643.190075	23.703	47.4561
19643.556286	23.703	47.3376
19643.922497	23.703	47.2200
19644.288708	23.703	47.1016
19644.654919	23.703	46.9834
19645.021130	23.702	46.8655
19645.387341	23.702	46.7476
19645.753552	23.702	46.6294
19646.119763	23.702	46.5117
19646.485974	23.702	46.3936
19646.852185	23.701	46.2756
19647.218396	23.701	46.1577
19647.584607	23.701	46.0403
19647.950818	23.701	45.9221
19648.317028	23.701	45.8047
19648.683239	23.700	45.6865
19649.049450	23.700	45.5691
19649.415661	23.700	45.4512
19649.781872	23.700	45.3337
19650.148083	23.700	45.2158
19650.514294	23.699	45.0984
19650.880505	23.699	44.9805
19651.246716	23.699	44.8633
19651.612927	23.699	44.7454
19651.979138	23.699	44.6282
19652.345349	23.698	44.5105
19652.711560	23.698	44.3931
19653.077771	23.698	44.2754
19653.443982	23.698	44.1582
19653.810193	23.698	44.0408
19654.176404	23.698	43.9236
19654.542615	23.697	43.8059
19654.908826	23.697	43.6890
19655.275037	23.697	43.5715
19655.641248	23.697	43.4543
19656.007459	23.697	43.3369
19656.373670	23.696	43.2200
19656.739881	23.696	43.1025
19657.106092	23.696	42.9858
19657.472303	23.696	42.8684
19657.838514	23.696	42.7515
19658.204725	23.695	42.6343
19658.570936	23.695	42.5176
19658.937147	23.695	42.4001
19659.303358	23.695	42.2834
19659.669568	23.695	42.1663
19660.035779	23.694	42.0498
19660.401990	23.694	41.9326
19660.768201	23.694	41.8157
19661.134412	23.694	41.6990
19661.500623	23.694	41.5823
19661.866834	23.693	41.4653
19662.233045	23.693	41.3486
19662.599256	23.693	41.2319
19662.965467	23.693	41.1152
19663.331678	23.693	40.9985
19663.697889	23.693	40.8823
19664.064100	23.692	40.7654
19664.430311	23.692	40.6489
19664.796522	23.692	40.5325
