* Measurement data measured by REW V5.20.13
* Source: Vector average
* Format: Vector average
* Dated: 21.3.2023 15:30:26
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: MM1 SPL
* Measurement: MM1 AVG
* Smoothing: 1/6 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 2.1972656 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
3909.302076	58.416	-15.4536
3909.668287	58.415	-15.4570
3910.034498	58.414	-15.4607
3910.400709	58.414	-15.4641
3910.766920	58.413	-15.4675
3911.133131	58.412	-15.4709
3911.499342	58.411	-15.4744
3911.865553	58.410	-15.4778
3912.231764	58.409	-15.4812
3912.597974	58.409	-15.4846
3912.964185	58.408	-15.4880
3913.330396	58.407	-15.4912
3913.696607	58.406	-15.4946
3914.062818	58.405	-15.4980
3914.429029	58.404	-15.5015
3914.795240	58.403	-15.5049
3915.161451	58.403	-15.5083
3915.527662	58.402	-15.5117
3915.893873	58.401	-15.5151
3916.260084	58.400	-15.5183
3916.626295	58.399	-15.5217
3916.992506	58.398	-15.5251
3917.358717	58.398	-15.5286
3917.724928	58.397	-15.5317
3918.091139	58.396	-15.5352
3918.457350	58.395	-15.5386
3918.823561	58.394	-15.5420
3919.189772	58.393	-15.5452
3919.555983	58.392	-15.5486
3919.922194	58.391	-15.5518
3920.288405	58.391	-15.5552
3920.654616	58.390	-15.5586
3921.020827	58.389	-15.5618
3921.387038	58.388	-15.5652
3921.753249	58.387	-15.5684
3922.119460	58.386	-15.5718
3922.485671	58.385	-15.5750
3922.851882	58.385	-15.5784
3923.218093	58.384	-15.5815
3923.584303	58.383	-15.5850
3923.950514	58.382	-15.5881
3924.316725	58.381	-15.5916
3924.682936	58.380	-15.5947
3925.049147	58.379	-15.5979
3925.415358	58.378	-15.6013
3925.781569	58.378	-15.6045
3926.147780	58.377	-15.6079
3926.513991	58.376	-15.6111
3926.880202	58.375	-15.6143
3927.246413	58.374	-15.6174
3927.612624	58.373	-15.6208
3927.978835	58.372	-15.6240
3928.345046	58.371	-15.6272
3928.711257	58.370	-15.6304
3929.077468	58.370	-15.6335
3929.443679	58.369	-15.6370
3929.809890	58.368	-15.6401
3930.176101	58.367	-15.6433
3930.542312	58.366	-15.6465
3930.908523	58.365	-15.6497
3931.274734	58.364	-15.6528
3931.640945	58.363	-15.6560
3932.007156	58.362	-15.6592
3932.373367	58.361	-15.6624
3932.739578	58.361	-15.6655
3933.105789	58.360	-15.6687
3933.472000	58.359	-15.6719
3933.838211	58.358	-15.6750
3934.204422	58.357	-15.6782
3934.570633	58.356	-15.6814
3934.936843	58.355	-15.6843
3935.303054	58.354	-15.6875
3935.669265	58.353	-15.6907
3936.035476	58.352	-15.6938
3936.401687	58.352	-15.6968
3936.767898	58.351	-15.7000
3937.134109	58.350	-15.7031
3937.500320	58.349	-15.7063
3937.866531	58.348	-15.7092
3938.232742	58.347	-15.7124
3938.598953	58.346	-15.7156
3938.965164	58.345	-15.7185
3939.331375	58.344	-15.7217
3939.697586	58.343	-15.7246
3940.063797	58.342	-15.7278
3940.430008	58.341	-15.7307
3940.796219	58.341	-15.7339
3941.162430	58.340	-15.7368
3941.528641	58.339	-15.7400
3941.894852	58.338	-15.7429
3942.261063	58.337	-15.7458
3942.627274	58.336	-15.7490
3942.993485	58.335	-15.7520
3943.359696	58.334	-15.7549
3943.725907	58.333	-15.7581
3944.092118	58.332	-15.7610
3944.458329	58.331	-15.7639
3944.824540	58.330	-15.7668
3945.190751	58.329	-15.7700
3945.556962	58.328	-15.7729
3945.923173	58.328	-15.7759
3946.289383	58.327	-15.7788
3946.655594	58.326	-15.7817
3947.021805	58.325	-15.7847
3947.388016	58.324	-15.7876
3947.754227	58.323	-15.7905
3948.120438	58.322	-15.7935
3948.486649	58.321	-15.7964
3948.852860	58.320	-15.7993
3949.219071	58.319	-15.8022
3949.585282	58.318	-15.8052
3949.951493	58.317	-15.8081
3950.317704	58.316	-15.8110
3950.683915	58.315	-15.8137
3951.050126	58.314	-15.8167
3951.416337	58.313	-15.8196
3951.782548	58.312	-15.8225
3952.148759	58.312	-15.8252
3952.514970	58.311	-15.8281
3952.881181	58.310	-15.8311
3953.247392	58.309	-15.8337
3953.613603	58.308	-15.8367
3953.979814	58.307	-15.8396
3954.346025	58.306	-15.8423
3954.712236	58.305	-15.8452
3955.078447	58.304	-15.8479
3955.444658	58.303	-15.8508
3955.810869	58.302	-15.8535
3956.177080	58.301	-15.8564
3956.543291	58.300	-15.8591
3956.909502	58.299	-15.8618
3957.275712	58.298	-15.8647
3957.641923	58.297	-15.8674
3958.008134	58.296	-15.8701
3958.374345	58.295	-15.8728
3958.740556	58.294	-15.8757
3959.106767	58.293	-15.8784
3959.472978	58.292	-15.8811
3959.839189	58.291	-15.8838
3960.205400	58.290	-15.8865
3960.571611	58.289	-15.8892
3960.937822	58.288	-15.8918
3961.304033	58.288	-15.8945
3961.670244	58.287	-15.8972
3962.036455	58.286	-15.8999
3962.402666	58.285	-15.9026
3962.768877	58.284	-15.9053
3963.135088	58.283	-15.9080
3963.501299	58.282	-15.9106
3963.867510	58.281	-15.9133
3964.233721	58.280	-15.9158
3964.599932	58.279	-15.9185
3964.966143	58.278	-15.9211
3965.332354	58.277	-15.9238
3965.698565	58.276	-15.9263
3966.064776	58.275	-15.9290
3966.430987	58.274	-15.9316
3966.797198	58.273	-15.9341
3967.163409	58.272	-15.9368
3967.529620	58.271	-15.9392
3967.895831	58.270	-15.9419
3968.262042	58.269	-15.9443
3968.628252	58.268	-15.9470
3968.994463	58.267	-15.9495
3969.360674	58.266	-15.9519
3969.726885	58.265	-15.9546
3970.093096	58.264	-15.9570
3970.459307	58.263	-15.9595
3970.825518	58.262	-15.9619
3971.191729	58.261	-15.9646
3971.557940	58.260	-15.9670
3971.924151	58.259	-15.9695
3972.290362	58.258	-15.9719
3972.656573	58.257	-15.9744
3973.022784	58.256	-15.9768
3973.388995	58.255	-15.9792
3973.755206	58.254	-15.9817
3974.121417	58.253	-15.9841
3974.487628	58.252	-15.9866
3974.853839	58.251	-15.9890
3975.220050	58.250	-15.9915
3975.586261	58.249	-15.9939
3975.952472	58.248	-15.9961
3976.318683	58.247	-15.9985
3976.684894	58.246	-16.0010
3977.051105	58.245	-16.0032
3977.417316	58.244	-16.0056
3977.783527	58.243	-16.0081
3978.149738	58.242	-16.0103
3978.515949	58.241	-16.0127
3978.882160	58.240	-16.0149
3979.248371	58.239	-16.0173
3979.614581	58.238	-16.0195
3979.980792	58.237	-16.0220
3980.347003	58.236	-16.0242
3980.713214	58.235	-16.0264
3981.079425	58.234	-16.0288
3981.445636	58.233	-16.0310
3981.811847	58.232	-16.0332
3982.178058	58.231	-16.0356
3982.544269	58.230	-16.0378
3982.910480	58.229	-16.0400
3983.276691	58.228	-16.0422
3983.642902	58.227	-16.0444
3984.009113	58.226	-16.0466
3984.375324	58.225	-16.0488
3984.741535	58.224	-16.0510
3985.107746	58.223	-16.0532
3985.473957	58.221	-16.0554
3985.840168	58.220	-16.0576
3986.206379	58.219	-16.0596
3986.572590	58.218	-16.0618
3986.938801	58.217	-16.0640
3987.305012	58.216	-16.0662
3987.671223	58.215	-16.0681
3988.037434	58.214	-16.0703
3988.403645	58.213	-16.0725
3988.769856	58.212	-16.0745
3989.136067	58.211	-16.0767
3989.502278	58.210	-16.0786
3989.868489	58.209	-16.0808
3990.234700	58.208	-16.0828
3990.600911	58.207	-16.0847
3990.967121	58.206	-16.0869
3991.333332	58.205	-16.0889
3991.699543	58.204	-16.0908
3992.065754	58.203	-16.0930
3992.431965	58.202	-16.0950
3992.798176	58.201	-16.0969
3993.164387	58.200	-16.0989
3993.530598	58.199	-16.1008
3993.896809	58.198	-16.1028
3994.263020	58.197	-16.1047
3994.629231	58.196	-16.1067
3994.995442	58.195	-16.1086
3995.361653	58.193	-16.1106
3995.727864	58.192	-16.1125
3996.094075	58.191	-16.1145
3996.460286	58.190	-16.1165
3996.826497	58.189	-16.1182
3997.192708	58.188	-16.1201
3997.558919	58.187	-16.1221
3997.925130	58.186	-16.1238
3998.291341	58.185	-16.1257
3998.657552	58.184	-16.1274
3999.023763	58.183	-16.1294
3999.389974	58.182	-16.1311
3999.756185	58.181	-16.1331
4000.122396	58.180	-16.1348
4000.488607	58.179	-16.1365
4000.854818	58.178	-16.1384
4001.221029	58.177	-16.1401
4001.587240	58.176	-16.1418
4001.953451	58.175	-16.1436
4002.319661	58.173	-16.1455
4002.685872	58.172	-16.1472
4003.052083	58.171	-16.1489
4003.418294	58.170	-16.1506
4003.784505	58.169	-16.1523
4004.150716	58.168	-16.1541
4004.516927	58.167	-16.1558
4004.883138	58.166	-16.1575
4005.249349	58.165	-16.1589
4005.615560	58.164	-16.1606
4005.981771	58.163	-16.1624
4006.347982	58.162	-16.1641
4006.714193	58.161	-16.1655
4007.080404	58.160	-16.1672
4007.446615	58.159	-16.1687
4007.812826	58.157	-16.1704
4008.179037	58.156	-16.1719
4008.545248	58.155	-16.1736
4008.911459	58.154	-16.1750
4009.277670	58.153	-16.1768
4009.643881	58.152	-16.1782
4010.010092	58.151	-16.1797
4010.376303	58.150	-16.1814
4010.742514	58.149	-16.1829
4011.108725	58.148	-16.1843
4011.474936	58.147	-16.1858
4011.841147	58.146	-16.1873
4012.207358	58.145	-16.1887
4012.573569	58.143	-16.1902
4012.939780	58.142	-16.1917
4013.305990	58.141	-16.1931
4013.672201	58.140	-16.1946
4014.038412	58.139	-16.1960
4014.404623	58.138	-16.1973
4014.770834	58.137	-16.1987
4015.137045	58.136	-16.2002
4015.503256	58.135	-16.2014
4015.869467	58.134	-16.2029
4016.235678	58.133	-16.2043
4016.601889	58.132	-16.2056
4016.968100	58.131	-16.2070
4017.334311	58.129	-16.2083
4017.700522	58.128	-16.2095
4018.066733	58.127	-16.2109
4018.432944	58.126	-16.2122
4018.799155	58.125	-16.2134
4019.165366	58.124	-16.2146
4019.531577	58.123	-16.2161
4019.897788	58.122	-16.2173
4020.263999	58.121	-16.2185
4020.630210	58.120	-16.2197
4020.996421	58.119	-16.2209
4021.362632	58.117	-16.2222
4021.728843	58.116	-16.2234
4022.095054	58.115	-16.2244
4022.461265	58.114	-16.2256
4022.827476	58.113	-16.2268
4023.193687	58.112	-16.2280
4023.559898	58.111	-16.2290
4023.926109	58.110	-16.2302
4024.292320	58.109	-16.2312
4024.658530	58.108	-16.2324
4025.024741	58.106	-16.2334
4025.390952	58.105	-16.2346
4025.757163	58.104	-16.2356
4026.123374	58.103	-16.2368
4026.489585	58.102	-16.2378
4026.855796	58.101	-16.2388
4027.222007	58.100	-16.2397
4027.588218	58.099	-16.2407
4027.954429	58.098	-16.2419
4028.320640	58.097	-16.2429
4028.686851	58.095	-16.2439
4029.053062	58.094	-16.2449
4029.419273	58.093	-16.2458
4029.785484	58.092	-16.2466
4030.151695	58.091	-16.2476
4030.517906	58.090	-16.2485
4030.884117	58.089	-16.2495
4031.250328	58.088	-16.2502
4031.616539	58.087	-16.2512
4031.982750	58.085	-16.2522
4032.348961	58.084	-16.2529
4032.715172	58.083	-16.2539
4033.081383	58.082	-16.2546
4033.447594	58.081	-16.2556
4033.813805	58.080	-16.2563
4034.180016	58.079	-16.2571
4034.546227	58.078	-16.2581
4034.912438	58.077	-16.2588
4035.278649	58.075	-16.2595
4035.644859	58.074	-16.2603
4036.011070	58.073	-16.2610
4036.377281	58.072	-16.2617
4036.743492	58.071	-16.2625
4037.109703	58.070	-16.2632
4037.475914	58.069	-16.2639
4037.842125	58.068	-16.2646
4038.208336	58.067	-16.2651
4038.574547	58.065	-16.2659
4038.940758	58.064	-16.2666
4039.306969	58.063	-16.2673
4039.673180	58.062	-16.2678
4040.039391	58.061	-16.2686
4040.405602	58.060	-16.2690
4040.771813	58.059	-16.2698
4041.138024	58.058	-16.2703
4041.504235	58.057	-16.2708
4041.870446	58.055	-16.2715
4042.236657	58.054	-16.2720
4042.602868	58.053	-16.2725
4042.969079	58.052	-16.2729
4043.335290	58.051	-16.2734
4043.701501	58.050	-16.2739
4044.067712	58.049	-16.2744
4044.433923	58.048	-16.2749
4044.800134	58.046	-16.2754
4045.166345	58.045	-16.2759
4045.532556	58.044	-16.2764
4045.898767	58.043	-16.2769
4046.264978	58.042	-16.2771
4046.631189	58.041	-16.2776
4046.997399	58.040	-16.2778
4047.363610	58.039	-16.2783
4047.729821	58.037	-16.2786
4048.096032	58.036	-16.2791
4048.462243	58.035	-16.2793
4048.828454	58.034	-16.2798
4049.194665	58.033	-16.2800
4049.560876	58.032	-16.2803
4049.927087	58.031	-16.2805
4050.293298	58.030	-16.2810
4050.659509	58.028	-16.2812
4051.025720	58.027	-16.2815
4051.391931	58.026	-16.2817
4051.758142	58.025	-16.2820
4052.124353	58.024	-16.2820
4052.490564	58.023	-16.2822
4052.856775	58.022	-16.2825
4053.222986	58.020	-16.2827
4053.589197	58.019	-16.2830
4053.955408	58.018	-16.2830
4054.321619	58.017	-16.2832
4054.687830	58.016	-16.2832
4055.054041	58.015	-16.2834
4055.420252	58.014	-16.2834
4055.786463	58.013	-16.2837
4056.152674	58.011	-16.2837
4056.518885	58.010	-16.2837
4056.885096	58.009	-16.2837
4057.251307	58.008	-16.2839
4057.617518	58.007	-16.2839
4057.983728	58.006	-16.2839
4058.349939	58.005	-16.2839
4058.716150	58.003	-16.2839
4059.082361	58.002	-16.2839
4059.448572	58.001	-16.2837
4059.814783	58.000	-16.2837
4060.180994	57.999	-16.2837
4060.547205	57.998	-16.2837
4060.913416	57.997	-16.2834
4061.279627	57.995	-16.2834
4061.645838	57.994	-16.2834
4062.012049	57.993	-16.2832
4062.378260	57.992	-16.2832
4062.744471	57.991	-16.2830
4063.110682	57.990	-16.2827
4063.476893	57.989	-16.2827
4063.843104	57.987	-16.2825
4064.209315	57.986	-16.2822
4064.575526	57.985	-16.2820
4064.941737	57.984	-16.2817
4065.307948	57.983	-16.2815
4065.674159	57.982	-16.2812
4066.040370	57.981	-16.2810
4066.406581	57.980	-16.2808
4066.772792	57.978	-16.2805
4067.139003	57.977	-16.2803
4067.505214	57.976	-16.2798
4067.871425	57.975	-16.2795
4068.237636	57.974	-16.2793
4068.603847	57.973	-16.2788
4068.970058	57.972	-16.2786
4069.336268	57.970	-16.2781
4069.702479	57.969	-16.2776
4070.068690	57.968	-16.2773
4070.434901	57.967	-16.2769
4070.801112	57.966	-16.2764
4071.167323	57.965	-16.2761
4071.533534	57.964	-16.2756
4071.899745	57.962	-16.2751
4072.265956	57.961	-16.2747
4072.632167	57.960	-16.2742
4072.998378	57.959	-16.2737
4073.364589	57.958	-16.2732
4073.730800	57.957	-16.2725
4074.097011	57.956	-16.2720
4074.463222	57.954	-16.2715
4074.829433	57.953	-16.2708
4075.195644	57.952	-16.2703
4075.561855	57.951	-16.2698
4075.928066	57.950	-16.2690
4076.294277	57.949	-16.2686
4076.660488	57.947	-16.2678
4077.026699	57.946	-16.2671
4077.392910	57.945	-16.2666
4077.759121	57.944	-16.2659
4078.125332	57.943	-16.2651
4078.491543	57.942	-16.2644
4078.857754	57.941	-16.2637
4079.223965	57.939	-16.2629
4079.590176	57.938	-16.2622
4079.956387	57.937	-16.2615
4080.322598	57.936	-16.2607
4080.688808	57.935	-16.2600
4081.055019	57.934	-16.2593
4081.421230	57.933	-16.2583
4081.787441	57.931	-16.2576
4082.153652	57.930	-16.2568
4082.519863	57.929	-16.2559
4082.886074	57.928	-16.2551
4083.252285	57.927	-16.2542
4083.618496	57.926	-16.2532
4083.984707	57.925	-16.2524
4084.350918	57.923	-16.2515
4084.717129	57.922	-16.2505
4085.083340	57.921	-16.2495
4085.449551	57.920	-16.2488
4085.815762	57.919	-16.2478
4086.181973	57.918	-16.2468
4086.548184	57.917	-16.2458
4086.914395	57.915	-16.2449
4087.280606	57.914	-16.2437
4087.646817	57.913	-16.2427
4088.013028	57.912	-16.2417
4088.379239	57.911	-16.2407
4088.745450	57.910	-16.2395
4089.111661	57.909	-16.2385
4089.477872	57.907	-16.2373
4089.844083	57.906	-16.2363
4090.210294	57.905	-16.2351
4090.576505	57.904	-16.2341
4090.942716	57.903	-16.2329
4091.308927	57.902	-16.2317
4091.675137	57.901	-16.2307
4092.041348	57.899	-16.2295
4092.407559	57.898	-16.2283
4092.773770	57.897	-16.2271
4093.139981	57.896	-16.2258
4093.506192	57.895	-16.2246
4093.872403	57.894	-16.2234
4094.238614	57.893	-16.2222
4094.604825	57.891	-16.2207
4094.971036	57.890	-16.2195
4095.337247	57.889	-16.2183
4095.703458	57.888	-16.2168
4096.069669	57.887	-16.2156
4096.435880	57.886	-16.2144
4096.802091	57.885	-16.2129
4097.168302	57.883	-16.2117
4097.534513	57.882	-16.2102
4097.900724	57.881	-16.2087
4098.266935	57.880	-16.2075
4098.633146	57.879	-16.2061
4098.999357	57.878	-16.2046
4099.365568	57.877	-16.2031
4099.731779	57.875	-16.2017
4100.097990	57.874	-16.2002
4100.464201	57.873	-16.1987
4100.830412	57.872	-16.1973
4101.196623	57.871	-16.1958
4101.562834	57.870	-16.1943
4101.929045	57.869	-16.1926
4102.295256	57.867	-16.1912
4102.661467	57.866	-16.1897
4103.027677	57.865	-16.1880
4103.393888	57.864	-16.1865
4103.760099	57.863	-16.1848
4104.126310	57.862	-16.1833
4104.492521	57.861	-16.1816
4104.858732	57.859	-16.1802
4105.224943	57.858	-16.1785
4105.591154	57.857	-16.1768
4105.957365	57.856	-16.1750
4106.323576	57.855	-16.1733
4106.689787	57.854	-16.1719
4107.055998	57.853	-16.1702
4107.422209	57.851	-16.1685
4107.788420	57.850	-16.1665
4108.154631	57.849	-16.1648
4108.520842	57.848	-16.1631
4108.887053	57.847	-16.1614
4109.253264	57.846	-16.1597
4109.619475	57.845	-16.1577
4109.985686	57.843	-16.1560
4110.351897	57.842	-16.1543
4110.718108	57.841	-16.1523
4111.084319	57.840	-16.1506
4111.450530	57.839	-16.1487
4111.816741	57.838	-16.1467
4112.182952	57.837	-16.1450
4112.549163	57.836	-16.1431
4112.915374	57.834	-16.1411
4113.281585	57.833	-16.1392
4113.647796	57.832	-16.1372
4114.014006	57.831	-16.1353
4114.380217	57.830	-16.1333
4114.746428	57.829	-16.1313
4115.112639	57.828	-16.1294
4115.478850	57.826	-16.1274
4115.845061	57.825	-16.1255
4116.211272	57.824	-16.1235
4116.577483	57.823	-16.1213
4116.943694	57.822	-16.1194
4117.309905	57.821	-16.1174
4117.676116	57.820	-16.1152
4118.042327	57.819	-16.1133
4118.408538	57.817	-16.1111
4118.774749	57.816	-16.1091
4119.140960	57.815	-16.1069
4119.507171	57.814	-16.1047
4119.873382	57.813	-16.1028
4120.239593	57.812	-16.1006
4120.605804	57.811	-16.0984
4120.972015	57.810	-16.0962
4121.338226	57.808	-16.0940
4121.704437	57.807	-16.0918
4122.070648	57.806	-16.0896
4122.436859	57.805	-16.0874
4122.803070	57.804	-16.0852
4123.169281	57.803	-16.0830
4123.535492	57.802	-16.0808
4123.901703	57.801	-16.0784
4124.267914	57.800	-16.0762
4124.634125	57.798	-16.0740
4125.000336	57.797	-16.0715
4125.366546	57.796	-16.0693
4125.732757	57.795	-16.0669
4126.098968	57.794	-16.0647
4126.465179	57.793	-16.0623
4126.831390	57.792	-16.0601
4127.197601	57.791	-16.0576
4127.563812	57.789	-16.0552
4127.930023	57.788	-16.0527
4128.296234	57.787	-16.0503
4128.662445	57.786	-16.0481
4129.028656	57.785	-16.0457
4129.394867	57.784	-16.0432
4129.761078	57.783	-16.0408
4130.127289	57.782	-16.0383
4130.493500	57.781	-16.0356
4130.859711	57.779	-16.0332
4131.225922	57.778	-16.0308
4131.592133	57.777	-16.0283
4131.958344	57.776	-16.0256
4132.324555	57.775	-16.0232
4132.690766	57.774	-16.0208
4133.056977	57.773	-16.0181
4133.423188	57.772	-16.0156
4133.789399	57.771	-16.0129
4134.155610	57.770	-16.0105
4134.521821	57.768	-16.0078
4134.888032	57.767	-16.0051
4135.254243	57.766	-16.0027
4135.620454	57.765	-16.0000
4135.986665	57.764	-15.9973
4136.352876	57.763	-15.9946
4136.719086	57.762	-15.9919
4137.085297	57.761	-15.9893
4137.451508	57.760	-15.9866
4137.817719	57.759	-15.9839
4138.183930	57.757	-15.9812
4138.550141	57.756	-15.9785
4138.916352	57.755	-15.9758
4139.282563	57.754	-15.9731
4139.648774	57.753	-15.9702
4140.014985	57.752	-15.9675
4140.381196	57.751	-15.9648
4140.747407	57.750	-15.9619
4141.113618	57.749	-15.9592
4141.479829	57.748	-15.9563
4141.846040	57.746	-15.9536
4142.212251	57.745	-15.9507
4142.578462	57.744	-15.9480
4142.944673	57.743	-15.9451
4143.310884	57.742	-15.9421
4143.677095	57.741	-15.9395
4144.043306	57.740	-15.9365
4144.409517	57.739	-15.9336
4144.775728	57.738	-15.9307
4145.141939	57.737	-15.9277
4145.508150	57.736	-15.9248
4145.874361	57.735	-15.9219
4146.240572	57.733	-15.9189
4146.606783	57.732	-15.9160
4146.972994	57.731	-15.9131
4147.339205	57.730	-15.9102
4147.705415	57.729	-15.9072
4148.071626	57.728	-15.9043
4148.437837	57.727	-15.9011
4148.804048	57.726	-15.8982
4149.170259	57.725	-15.8953
4149.536470	57.724	-15.8921
4149.902681	57.723	-15.8892
4150.268892	57.722	-15.8860
4150.635103	57.721	-15.8831
4151.001314	57.719	-15.8799
4151.367525	57.718	-15.8767
4151.733736	57.717	-15.8738
4152.099947	57.716	-15.8706
4152.466158	57.715	-15.8674
4152.832369	57.714	-15.8647
4153.198580	57.713	-15.8616
4153.564791	57.712	-15.8584
4153.931002	57.711	-15.8552
4154.297213	57.710	-15.8521
4154.663424	57.709	-15.8489
4155.029635	57.708	-15.8457
4155.395846	57.707	-15.8425
4155.762057	57.706	-15.8394
4156.128268	57.705	-15.8359
4156.494479	57.704	-15.8328
4156.860690	57.702	-15.8296
4157.226901	57.701	-15.8262
4157.593112	57.700	-15.8230
4157.959323	57.699	-15.8198
4158.325534	57.698	-15.8164
4158.691745	57.697	-15.8132
4159.057955	57.696	-15.8101
4159.424166	57.695	-15.8066
4159.790377	57.694	-15.8035
4160.156588	57.693	-15.8000
4160.522799	57.692	-15.7969
4160.889010	57.691	-15.7935
4161.255221	57.690	-15.7900
4161.621432	57.689	-15.7869
4161.987643	57.688	-15.7834
4162.353854	57.687	-15.7800
4162.720065	57.686	-15.7766
4163.086276	57.685	-15.7734
4163.452487	57.684	-15.7700
4163.818698	57.683	-15.7666
4164.184909	57.682	-15.7632
4164.551120	57.681	-15.7598
4164.917331	57.680	-15.7563
4165.283542	57.678	-15.7529
4165.649753	57.677	-15.7495
4166.015964	57.676	-15.7461
4166.382175	57.675	-15.7427
4166.748386	57.674	-15.7390
4167.114597	57.673	-15.7356
4167.480808	57.672	-15.7322
4167.847019	57.671	-15.7288
4168.213230	57.670	-15.7251
4168.579441	57.669	-15.7217
4168.945652	57.668	-15.7183
4169.311863	57.667	-15.7146
4169.678074	57.666	-15.7112
4170.044284	57.665	-15.7075
4170.410495	57.664	-15.7041
4170.776706	57.663	-15.7004
4171.142917	57.662	-15.6970
4171.509128	57.661	-15.6934
4171.875339	57.660	-15.6899
4172.241550	57.659	-15.6863
4172.607761	57.658	-15.6826
4172.973972	57.657	-15.6790
4173.340183	57.656	-15.6755
4173.706394	57.655	-15.6719
4174.072605	57.654	-15.6682
4174.438816	57.653	-15.6646
4174.805027	57.652	-15.6609
4175.171238	57.651	-15.6572
4175.537449	57.650	-15.6536
4175.903660	57.649	-15.6501
4176.269871	57.648	-15.6465
4176.636082	57.647	-15.6426
4177.002293	57.646	-15.6389
4177.368504	57.645	-15.6353
4177.734715	57.644	-15.6316
4178.100926	57.643	-15.6279
4178.467137	57.642	-15.6243
4178.833348	57.641	-15.6206
4179.199559	57.640	-15.6167
4179.565770	57.639	-15.6130
4179.931981	57.638	-15.6094
4180.298192	57.637	-15.6057
4180.664403	57.636	-15.6018
4181.030614	57.635	-15.5981
4181.396824	57.634	-15.5942
4181.763035	57.633	-15.5906
4182.129246	57.632	-15.5869
4182.495457	57.631	-15.5830
4182.861668	57.630	-15.5793
4183.227879	57.629	-15.5754
4183.594090	57.628	-15.5715
4183.960301	57.627	-15.5679
4184.326512	57.626	-15.5640
4184.692723	57.625	-15.5603
4185.058934	57.624	-15.5564
4185.425145	57.623	-15.5525
4185.791356	57.622	-15.5486
4186.157567	57.621	-15.5449
4186.523778	57.620	-15.5410
4186.889989	57.619	-15.5371
4187.256200	57.618	-15.5332
4187.622411	57.617	-15.5295
4187.988622	57.616	-15.5256
4188.354833	57.616	-15.5217
4188.721044	57.615	-15.5178
4189.087255	57.614	-15.5139
4189.453466	57.613	-15.5100
4189.819677	57.612	-15.5061
4190.185888	57.611	-15.5022
4190.552099	57.610	-15.4983
4190.918310	57.609	-15.4944
4191.284521	57.608	-15.4905
4191.650732	57.607	-15.4866
4192.016943	57.606	-15.4827
4192.383153	57.605	-15.4785
4192.749364	57.604	-15.4746
4193.115575	57.603	-15.4707
4193.481786	57.602	-15.4668
4193.847997	57.601	-15.4629
4194.214208	57.600	-15.4587
4194.580419	57.599	-15.4548
4194.946630	57.598	-15.4509
4195.312841	57.597	-15.4468
4195.679052	57.597	-15.4429
4196.045263	57.596	-15.4390
4196.411474	57.595	-15.4348
4196.777685	57.594	-15.4309
4197.143896	57.593	-15.4268
4197.510107	57.592	-15.4229
4197.876318	57.591	-15.4189
4198.242529	57.590	-15.4148
4198.608740	57.589	-15.4109
4198.974951	57.588	-15.4067
4199.341162	57.587	-15.4028
4199.707373	57.586	-15.3987
4200.073584	57.585	-15.3945
4200.439795	57.584	-15.3906
4200.806006	57.584	-15.3865
4201.172217	57.583	-15.3826
4201.538428	57.582	-15.3784
4201.904639	57.581	-15.3743
4202.270850	57.580	-15.3704
4202.637061	57.579	-15.3662
4203.003272	57.578	-15.3621
4203.369483	57.577	-15.3579
4203.735693	57.576	-15.3540
4204.101904	57.575	-15.3499
4204.468115	57.574	-15.3457
4204.834326	57.573	-15.3416
4205.200537	57.573	-15.3376
4205.566748	57.572	-15.3335
4205.932959	57.571	-15.3293
4206.299170	57.570	-15.3252
4206.665381	57.569	-15.3210
4207.031592	57.568	-15.3169
4207.397803	57.567	-15.3127
4207.764014	57.566	-15.3086
4208.130225	57.565	-15.3044
4208.496436	57.565	-15.3003
4208.862647	57.564	-15.2964
4209.228858	57.563	-15.2922
4209.595069	57.562	-15.2881
4209.961280	57.561	-15.2839
4210.327491	57.560	-15.2798
4210.693702	57.559	-15.2754
4211.059913	57.558	-15.2712
4211.426124	57.557	-15.2671
4211.792335	57.557	-15.2629
4212.158546	57.556	-15.2588
4212.524757	57.555	-15.2546
4212.890968	57.554	-15.2505
4213.257179	57.553	-15.2463
4213.623390	57.552	-15.2422
4213.989601	57.551	-15.2380
4214.355812	57.550	-15.2336
4214.722023	57.550	-15.2295
4215.088233	57.549	-15.2253
4215.454444	57.548	-15.2212
4215.820655	57.547	-15.2170
4216.186866	57.546	-15.2129
4216.553077	57.545	-15.2085
4216.919288	57.544	-15.2043
4217.285499	57.543	-15.2002
4217.651710	57.543	-15.1960
4218.017921	57.542	-15.1917
4218.384132	57.541	-15.1875
4218.750343	57.540	-15.1833
4219.116554	57.539	-15.1792
4219.482765	57.538	-15.1748
4219.848976	57.538	-15.1707
4220.215187	57.537	-15.1665
4220.581398	57.536	-15.1621
4220.947609	57.535	-15.1580
4221.313820	57.534	-15.1538
4221.680031	57.533	-15.1494
4222.046242	57.532	-15.1453
4222.412453	57.532	-15.1411
4222.778664	57.531	-15.1367
4223.144875	57.530	-15.1326
4223.511086	57.529	-15.1282
4223.877297	57.528	-15.1240
4224.243508	57.527	-15.1199
4224.609719	57.527	-15.1155
